,Company,TypeName,Ram,Weight,Price,Touchscreen,Ips,ppi,Cpu brand,HDD,SSD,Gpu brand,os,Inches
653,MSI,Gaming,8,2.2,63499.10399999999,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
654,HP,Notebook,4,1.86,19441.872,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Others/No OS/Linux,15.6
655,Toshiba,Notebook,8,2.0,56689.92,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows,15.6
656,Dell,Notebook,8,2.2,48964.32,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,15.6
657,Dell,Notebook,16,2.2,60472.8,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows,15.6
658,Lenovo,Gaming,8,3.31,63722.88,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
659,Dell,Gaming,32,4.42,167691.8736,0,1,254.67134914246222,Intel Core i7,1000,512,Nvidia,Windows,17.3
660,Dell,Notebook,8,1.56,65481.12,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
661,Lenovo,Notebook,4,2.2,22324.32,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows,15.6
662,Lenovo,Notebook,4,2.2,28504.8,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,15.6
663,HP,Notebook,6,2.04,28717.92,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows,15.6
664,MSI,Gaming,8,2.7,79215.1056,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,17.3
665,Toshiba,Notebook,4,2.1,26533.44,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows,15.6
666,Dell,Notebook,8,2.06,50882.4,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,15.6
667,HP,Notebook,8,2.1,39693.6,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Windows,15.6
668,Toshiba,Notebook,8,2.0,67026.23999999999,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
669,Acer,Notebook,4,2.1,21951.36,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Others/No OS/Linux,15.6
670,Microsoft,Ultrabook,8,1.252,99519.048,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows,13.5
671,Lenovo,Notebook,8,1.9,43580.376,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows,15.6
672,Lenovo,2 in 1 Convertible,8,1.3,55091.52,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
673,Lenovo,Notebook,4,2.2,18594.72,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows,15.6
674,HP,2 in 1 Convertible,4,1.63,37242.72,1,1,157.3505121487356,Intel Core i3,0,128,Nvidia,Windows,14.0
675,MSI,Gaming,16,2.4,68944.31999999999,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,15.6
676,Asus,Ultrabook,8,1.1,60472.8,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
677,HP,2 in 1 Convertible,8,1.4,26373.6,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux,11.6
678,LG,Ultrabook,8,1.09,122490.72,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows,15.6
679,Acer,Gaming,16,2.5,69210.72,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,15.6
680,MSI,Gaming,8,2.2,53168.112,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,15.6
681,Asus,Notebook,4,1.86,22324.32,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,Windows,15.6
682,Dell,Gaming,16,3.21,109277.28,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,15.6
683,HP,Notebook,4,2.5,37242.72,0,1,127.33567457123111,Intel Core i3,0,256,AMD,Windows,17.3
684,Lenovo,2 in 1 Convertible,8,1.19,79866.72,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows,13.3
685,Dell,Gaming,16,3.49,149916.6,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,15.6
686,HP,Notebook,4,1.86,32639.8608,0,0,100.45466986113651,Intel Core i5,500,0,AMD,Windows,15.6
687,Dell,Notebook,4,2.2,29073.297599999994,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Windows,15.6
688,HP,Notebook,6,2.65,30316.32,0,1,127.33567457123111,AMD Processor,2000,0,AMD,Windows,17.3
689,Lenovo,Notebook,4,2.1,16943.04,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows,15.6
690,Acer,Notebook,4,1.45,19980.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux,14.0
691,Lenovo,Notebook,4,1.7,37242.72,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
692,HP,Workstation,8,3.14,101657.7072,0,0,127.33567457123111,Intel Core i7,500,0,Nvidia,Windows,17.3
693,Lenovo,2 in 1 Convertible,8,1.42,137995.19999999998,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows,14.0
694,Toshiba,Notebook,8,1.5,51841.44,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
695,Acer,Netbook,4,1.4,14332.32,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows,11.6
696,Lenovo,2 in 1 Convertible,16,1.38,93186.72,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,14.0
697,Asus,2 in 1 Convertible,4,1.2,35644.32,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux,12.5
698,Toshiba,Ultrabook,16,1.36,100006.56,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows,13.3
699,HP,Notebook,4,2.1,36709.92,0,1,141.21199808219862,Intel Core i7,500,0,AMD,Windows,15.6
700,Dell,Gaming,8,2.56,43636.32,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,15.6
701,Lenovo,Notebook,4,2.2,21258.72,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,15.6
702,Lenovo,Notebook,8,2.2,22857.12,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows,15.6
703,Lenovo,Notebook,4,2.1,33110.856,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,Windows,15.6
704,Lenovo,Notebook,4,1.9,23976.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Others/No OS/Linux,15.6
705,Dell,Notebook,8,2.18,42357.6,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
706,Acer,2 in 1 Convertible,8,1.6,53226.72,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
707,Lenovo,Workstation,16,2.18,98834.4,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,15.6
708,Lenovo,Notebook,8,1.8,63456.48,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
709,HP,Notebook,6,2.71,34898.932799999995,0,1,127.33567457123111,AMD Processor,2000,0,AMD,Windows,17.3
710,Lenovo,Gaming,8,2.5,66546.72,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
711,Dell,Notebook,8,1.64,58021.92,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Others/No OS/Linux,14.0
712,Dell,Notebook,8,1.98,38681.28,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux,15.6
713,Asus,Notebook,4,1.5,15877.44,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows,14.0
714,Dell,Notebook,16,1.93,76012.44480000001,0,0,141.21199808219862,Intel Core i5,0,512,Intel,Windows,15.6
715,Lenovo,Notebook,8,1.87,45664.6896,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,14.0
716,Dell,Notebook,8,1.9,62817.12,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
717,Lenovo,Notebook,4,2.19,15877.44,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows,15.6
718,Mediacom,Notebook,4,1.4,14119.2,0,1,161.72539083525606,Other Intel Processor,32,0,Intel,Windows,14.0
719,HP,Notebook,8,2.63,63936.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows,17.3
720,Lenovo,Ultrabook,8,1.17,89864.1792,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows,14.0
721,HP,2 in 1 Convertible,8,1.58,44574.048,1,1,117.82653006268643,Intel Core i5,0,256,Intel,Windows,13.3
722,Lenovo,Ultrabook,8,1.32,79866.72,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
723,Dell,Gaming,32,4.36,194972.832,0,0,254.67134914246222,Intel Core i7,1000,1000,Nvidia,Windows,17.3
724,MSI,Gaming,8,2.7,71847.0144,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,17.3
725,Lenovo,Notebook,4,1.9,26101.872,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Others/No OS/Linux,15.6
726,Dell,Notebook,8,2.2,38308.32,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows,15.6
727,Dell,2 in 1 Convertible,4,1.71,34578.72,1,0,165.6321180513006,Intel Core i3,1000,0,Intel,Windows,13.3
728,Dell,Notebook,8,2.32,31409.6256,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,Others/No OS/Linux,15.6
729,HP,Notebook,4,2.1,26053.92,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows,15.6
730,Acer,Gaming,16,4.2,103096.8,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,17.3
731,Dell,Notebook,12,2.25,34578.72,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows,15.6
732,HP,Notebook,6,2.1,34632.0,0,0,141.21199808219862,AMD Processor,1000,128,AMD,Windows,15.6
733,Acer,Notebook,4,2.4,29783.52,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
734,Lenovo,Notebook,8,1.44,51148.8,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
735,Lenovo,Notebook,4,1.85,41505.12,0,0,141.21199808219862,Intel Core i7,1000,0,Intel,Windows,15.6
736,HP,Workstation,16,2.6,128884.32,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,15.6
737,Dell,2 in 1 Convertible,8,1.55,35111.52,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows,13.3
738,MSI,Gaming,16,1.8,111593.8944,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,15.6
739,Acer,Notebook,4,2.4,21887.424,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows,15.6
740,Dell,Notebook,8,2.0,64308.96,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
741,Dell,Notebook,8,2.0,35431.2,0,0,100.45466986113651,Intel Core i3,0,256,Intel,Windows,15.6
742,Toshiba,Notebook,8,1.25,81784.8,1,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
743,Lenovo,2 in 1 Convertible,8,1.7,53226.72,1,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
744,Lenovo,Workstation,16,2.5,175770.72,0,1,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows,15.6
745,Acer,Notebook,2,1.68,17582.399999999998,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux,14.0
746,Samsung,Ultrabook,16,0.81,87858.72,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
747,HP,Notebook,8,1.86,28717.92,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Windows,15.6
748,Dell,Notebook,8,1.6,60031.1088,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows,14.0
749,HP,Workstation,16,3.0,233845.92,0,1,127.33567457123111,Other Intel Processor,0,256,Nvidia,Windows,17.3
750,Lenovo,Netbook,4,1.4,25308.0,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows,11.6
751,HP,Notebook,8,1.84,101232.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
752,Asus,Notebook,4,2.45,30849.12,0,0,100.45466986113651,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux,15.6
753,Lenovo,Ultrabook,4,1.7,58394.88,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows,14.0
754,Asus,Notebook,4,2.37,45282.672,0,0,100.45466986113651,Intel Core i7,0,256,Intel,Windows,15.6
755,Lenovo,2 in 1 Convertible,8,1.3,63882.72,1,1,276.053530085501,Intel Core i5,0,256,Intel,Windows,13.3
756,HP,Notebook,8,2.2,58554.72,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,15.6
757,HP,Workstation,8,2.59,83170.08,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,15.6
758,Dell,Gaming,16,4.42,152859.7872,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows,15.6
759,Acer,Notebook,4,2.1,31914.72,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows,15.6
760,Lenovo,Gaming,8,2.5,55837.44,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
761,Dell,Ultrabook,16,1.18,99047.52,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows,12.5
762,Google,Ultrabook,8,1.1,83063.52,1,0,234.50740003017813,Intel Core i5,0,256,Intel,Others/No OS/Linux,12.3
763,Asus,Ultrabook,8,1.2,60153.12,0,1,276.053530085501,Intel Core i5,0,256,Intel,Windows,13.3
764,Dell,Notebook,4,1.65,45234.72,0,0,117.82653006268643,Intel Core i3,500,0,Intel,Windows,13.3
765,Acer,Notebook,4,1.6,34898.4,0,0,117.82653006268643,Intel Core i5,0,128,Intel,Windows,13.3
766,Asus,Notebook,4,2.8,25059.715199999995,0,0,90.58340172449303,Other Intel Processor,1000,0,Nvidia,Windows,17.3
767,Dell,Gaming,16,2.72,58554.72,1,1,282.42399616439724,Intel Core i7,1000,128,Nvidia,Windows,15.6
768,Samsung,Ultrabook,8,1.31,85194.72,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
769,Acer,Notebook,4,2.1,15877.44,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux,15.6
770,Dell,Notebook,16,2.3,62938.0656,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,15.6
771,Samsung,2 in 1 Convertible,16,1.71,95850.72,1,0,146.86047800548656,Intel Core i7,0,256,AMD,Windows,15.0
772,Toshiba,Notebook,4,1.75,54345.6,0,1,111.93520355955211,Intel Core i5,0,128,Intel,Windows,14.0
773,Dell,Gaming,8,2.62,58554.72,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,15.6
774,HP,Ultrabook,4,1.26,66280.31999999999,0,0,125.36742798669837,Intel Core i5,0,256,Intel,Windows,12.5
775,Asus,2 in 1 Convertible,12,2.3,44701.92,1,0,141.21199808219862,Intel Core i7,2000,0,Nvidia,Windows,15.6
776,Lenovo,Notebook,16,2.5,126273.6,0,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows,15.6
777,Acer,Notebook,4,1.8,33886.08,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows,14.0
778,Razer,Gaming,16,1.95,154458.72,0,0,157.3505121487356,Intel Core i7,0,512,Nvidia,Windows,14.0
779,Asus,Notebook,8,2.0,31003.632,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows,15.6
780,Dell,Gaming,32,4.42,191211.264,0,1,127.33567457123111,Intel Core i7,1000,1000,Nvidia,Windows,17.3
781,Asus,Gaming,16,4.3,125208.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
782,Toshiba,Ultrabook,16,1.47,93985.92,0,1,157.3505121487356,Intel Core i7,0,512,Nvidia,Windows,14.0
783,Lenovo,Notebook,8,2.2,17529.12,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux,15.6
784,Lenovo,Ultrabook,16,1.7,122490.72,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,14.0
785,MSI,Gaming,16,1.6,100752.48,0,1,157.3505121487356,Intel Core i7,1000,256,Nvidia,Windows,14.0
786,MSI,Gaming,8,2.2,58021.92,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,15.6
787,Lenovo,Gaming,4,2.4,53226.72,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,15.6
788,Acer,Gaming,16,4.2,122490.72,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
789,Dell,Gaming,8,2.62,52480.8,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,15.6
790,Asus,Gaming,8,2.24,71341.92,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
791,Vero,Notebook,4,1.22,10810.512,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows,14.0
792,Lenovo,2 in 1 Convertible,8,1.37,104961.6,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows,13.3
793,Lenovo,2 in 1 Convertible,8,2.08,51095.52,1,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,15.6
794,Apple,Ultrabook,8,0.92,62071.2,0,1,226.41554716935852,Other Intel Processor,0,0,Intel,Mac,12.0
795,Lenovo,2 in 1 Convertible,8,1.42,124142.4,1,1,209.8006828649808,Intel Core i5,0,256,Intel,Windows,14.0
796,Asus,Notebook,4,1.63,15930.72,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows,14.0
797,Dell,Notebook,8,1.95,43156.8,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows,15.6
798,Lenovo,2 in 1 Convertible,8,1.38,71874.72,1,1,158.48253022174808,Intel Core i7,0,256,Intel,Windows,13.9
799,Dell,Notebook,8,2.0,39373.92,0,0,141.21199808219862,Intel Core i3,0,256,AMD,Windows,15.6
800,HP,Workstation,8,3.14,110017.872,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,15.6
801,Asus,Notebook,8,2.37,58554.72,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
802,Dell,Ultrabook,8,1.29,79866.72,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
803,Dell,Notebook,8,2.06,93186.72,1,0,282.42399616439724,Intel Core i5,0,256,Nvidia,Windows,15.6
804,Dell,Netbook,4,1.63,39640.32,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows,11.6
805,HP,Netbook,8,1.26,74005.92,0,0,125.36742798669837,Intel Core i5,0,256,Intel,Windows,12.5
806,Toshiba,Notebook,4,2.1,41558.4,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
807,HP,Notebook,8,2.04,33513.119999999995,0,0,100.45466986113651,AMD Processor,2000,0,AMD,Windows,15.6
808,Dell,Gaming,16,2.62,89457.12,0,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows,15.6
809,Lenovo,Notebook,4,2.4,32447.52,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,15.6
810,HP,Gaming,12,3.74,93186.72,0,1,127.33567457123111,Intel Core i7,1000,0,AMD,Windows,17.3
811,MSI,Gaming,16,2.9,128671.2,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows,17.3
812,Samsung,Ultrabook,8,0.81,79866.72,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
813,Dell,Notebook,8,1.98,51202.08,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,15.6
814,Dell,Notebook,8,2.18,42081.0768,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,15.6
815,Lenovo,Ultrabook,8,1.32,99047.52,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,14.0
816,Razer,Ultrabook,16,1.29,95850.72,1,1,352.4651472131677,Intel Core i7,0,512,Intel,Windows,12.5
817,HP,Netbook,4,1.23,20512.8,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux,11.6
818,Dell,Gaming,16,4.36,133467.4656,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,17.3
819,Dell,Notebook,4,1.76,40226.4,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows,14.0
820,Lenovo,Notebook,4,2.1,26101.872,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows,15.6
821,Toshiba,Ultrabook,4,1.25,58075.2,0,0,111.93520355955211,Intel Core i5,0,128,Intel,Windows,14.0
822,Lenovo,Ultrabook,8,1.13,133146.72,0,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows,14.0
823,MSI,Gaming,8,2.4,63882.72,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,15.6
824,Lenovo,Ultrabook,8,1.13,99900.0,0,1,157.3505121487356,Intel Core i5,0,0,Intel,Windows,14.0
825,Toshiba,Notebook,4,1.75,26586.72,0,0,111.93520355955211,Other Intel Processor,0,128,Intel,Windows,14.0
826,Asus,2 in 1 Convertible,8,1.1,72354.23999999999,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
827,Dell,Notebook,4,1.76,31168.8,0,0,111.93520355955211,Intel Core i3,500,0,Intel,Windows,14.0
828,Acer,Netbook,4,1.35,18914.4,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux,11.6
829,Acer,Notebook,8,1.5,32980.32,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows,14.0
830,Razer,Gaming,32,3.49,292986.72,1,0,254.67134914246222,Intel Core i7,0,512,Nvidia,Windows,17.3
831,Lenovo,Ultrabook,16,1.1,111834.72,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows,14.0
832,Asus,Notebook,4,2.1,27652.32,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux,15.6
833,Lenovo,Notebook,8,1.7,63190.08,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
834,Lenovo,Notebook,8,1.32,87912.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
835,Dell,Gaming,16,3.21,147832.28639999998,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,15.6
836,Asus,Gaming,16,2.9,128884.32,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
837,Toshiba,Notebook,4,2.0,35644.32,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows,15.6
838,Lenovo,Notebook,4,1.5,17316.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux,14.0
839,Asus,Notebook,8,2.3,31435.2,0,0,141.21199808219862,Intel Core i5,128,0,Intel,Windows,15.6
840,Asus,Gaming,16,2.73,95850.72,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows,17.3
841,Dell,Gaming,32,4.42,163723.57919999998,0,1,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows,17.3
842,HP,Notebook,8,2.63,48484.8,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows,17.3
843,Dell,Notebook,8,2.18,38041.3872,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows,15.6
844,HP,Ultrabook,8,1.54,99633.6,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,14.0
845,Dell,Notebook,4,2.18,39373.92,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,15.6
846,HP,2 in 1 Convertible,4,1.4,32767.2,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux,11.6
847,Asus,Ultrabook,8,1.45,54665.28,0,1,165.6321180513006,Intel Core i5,0,512,Nvidia,Windows,13.3
848,HP,2 in 1 Convertible,8,1.28,121318.56,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
849,HP,Ultrabook,8,1.54,78215.04,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,14.0
850,HP,Notebook,4,1.86,15930.72,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,Others/No OS/Linux,15.6
851,Asus,Gaming,16,2.1,101178.72,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
852,Dell,Notebook,8,2.83,46087.2,0,0,127.33567457123111,Intel Core i7,1000,0,AMD,Others/No OS/Linux,17.3
853,Lenovo,Ultrabook,8,1.96,101391.84,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,14.0
854,Asus,Notebook,8,2.3,41931.36,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,15.6
855,Dell,Notebook,8,1.9,50349.6,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Windows,15.6
856,Asus,Notebook,4,2.0,23922.72,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows,15.6
857,HP,2 in 1 Convertible,8,1.28,136343.52,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
858,Dell,Notebook,8,1.62,34578.72,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows,13.3
859,Lenovo,Notebook,4,2.2,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Others/No OS/Linux,15.6
860,Lenovo,Notebook,8,2.3,45323.1648,0,1,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,15.6
861,HP,Notebook,8,1.84,71874.72,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows,15.6
862,Toshiba,Notebook,4,1.05,68464.8,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,13.3
863,Lenovo,Gaming,8,2.5,54185.76,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux,15.6
864,Dell,Ultrabook,16,1.29,119347.2,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows,13.3
865,HP,Notebook,4,2.07,48484.8,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,15.6
866,Toshiba,Ultrabook,8,1.2,58341.6,0,0,117.82653006268643,Intel Core i5,0,256,Intel,Windows,13.3
867,Lenovo,2 in 1 Convertible,8,1.37,103896.0,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
868,Acer,Notebook,8,1.56,48058.56,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
869,Dell,Workstation,8,2.23,94731.84,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,15.6
870,Lenovo,Notebook,4,2.38,56210.4,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
871,Lenovo,Notebook,4,2.2,25521.12,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others/No OS/Linux,15.6
872,Toshiba,Notebook,8,2.0,73952.64,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,15.6
873,Lenovo,Notebook,4,1.44,39160.8,0,1,165.6321180513006,Intel Core i3,0,180,Intel,Windows,13.3
874,Samsung,Ultrabook,16,1.23,98514.72,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows,15.0
875,Dell,Ultrabook,8,1.6,90043.2,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows,12.5
876,Asus,Notebook,4,2.0,21258.1872,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux,15.6
877,Xiaomi,Ultrabook,8,1.28,49816.8,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia,Windows,13.3
878,Dell,Notebook,4,2.18,48618.0,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,15.6
